youtube_id,sentiment,sentiment_score,sentiment_magnitude
YS9tw86Pv4g,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur Crisis: Mizoram Citizens Protest Against Violence, Urge PM To Speak | Meiteis Flee in Fear"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
QEB0rYIocq8,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Fifth Report from Gambia Says Drugs of Indian Company Liable for Kids' Deaths."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""Will Indian Govt Act?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0.1
T8JnTB4XyVA,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Modi Crosses All Limits, Compares I.N.D.I.A With Terrorist Organisation | Sanjay Singh Speaks"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
JhP5EKX60Tk,"{""documentSentiment"": {""magnitude"": 0.7, ""score"": -0.7}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""'Modi is a Coward, Afraid to Face Parliament, He's Failed as PM At a Time of Grave National Crisis'"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.7, ""score"": -0.7}}]}",-0.7,0.7
wav9S0guU7U,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur Violence: 2023's Biren Singh or 2002's Modi, What Are The Similarities?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Arfa Khanum"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0,0.2
DsumJo1W4jQ,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\u2018INDIA Demands PM Statement In Both Houses\u2019: Opposition Parties Stages Protest On Manipur Issue"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
JKe2vukVZ2o,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Sanjay Singh Suspended for Entire Monsoon Session, INDIA Alliance Stages Protest on Manipur"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.2,0.2
3x6ZE3TB4Y8,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur: \u2018Horrific Videos, Reports Just Tip of Iceberg, Much More Has Happened We Don't Know About\u2019"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
lHVKJ-mdYHg,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""At Jantar Mantar, Kukis Protest Delay in Arrests Against Manipur Sexual Abuse Accused"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
LTDmn9UGR5k,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": -0.5}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Controversy Over \""Beef Tongue\"" in Gurugram: VHP Member Files Complaint, Hotel Says, \""Its Buffalo\"""", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": -0.5}}]}",-0.5,0.5
O4v9u8GZ1Yg,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur's Internet Shutdown Infringes on Rights Under the Garb of Providing Security"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
