youtube_id,title,description,published_at,channel_youtube_id
m1zKvtn-Ihc,"On the 77th Independence Day celebrations, we commend Meghalaya’s brave warrior Ka Phan Nonglait.","https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-16T17:34:18Z,UCg1nNKwJIeVUhxbtmqfVmgg
sDKBIrY8bCQ,"Assam Delimitation gets final approval from President, CM Sarma terms decision as historic.","#watch #assam #assamcm #himantabiswasarma #delimitation 

Assam Delimitation gets final approval from President, CM Sarma terms decision as historic.











https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-16T12:30:48Z,UCg1nNKwJIeVUhxbtmqfVmgg
7_ZmD3UR47c,"Assam: As Conjunctivitis cases surge, insights from eye specialist Kasturi Bhattacharjee","#watch #health #conjunctivitis #eyeflu 

As Conjunctivitis cases surge, insights from eye specialist Kasturi Bhattacharjee

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-16T12:24:18Z,UCg1nNKwJIeVUhxbtmqfVmgg
V6PJzZUEGvs,#Watch: Meghalaya CM Conrad Sangma refutes to comment on UCC until a formal document is released,"#meghalaya #conradsangma #ucc #uniformcivilcode 

Meghalaya Chief Minister Conrad K Sangma while speaking on the controversy surrounding the implementation of Uniform Civil Code on August 15 said that the entire concept of UCC is not going in line with the diversity of the country.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-16T11:31:19Z,UCg1nNKwJIeVUhxbtmqfVmgg
B13FrhHV_fA,#Watch: Meghalaya CM Conrad Sangma raises concern over illegal immigration in state,"#watch  #meghalaya  #conradsangma  #ilp  #immigration  

Meghalaya Chief Minister Conrad K Sangma on the occasion of Independence Day stated that the resolution on Inner Line Permit (ILP) was taken up by the state government over issues concerning illegal immigration.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-16T11:28:58Z,UCg1nNKwJIeVUhxbtmqfVmgg
YxDcgEZ9b_o,Meghalaya CM Conrad Sangma flagged off 8 Prime Tourism Vehicles,"https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-16T11:23:31Z,UCg1nNKwJIeVUhxbtmqfVmgg
CnijdMxKiTw,"With the 77th Independence Day, commemorating the spirit of freedom with Assam's Kanaklata Barua.","https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-16T10:42:19Z,UCg1nNKwJIeVUhxbtmqfVmgg
4Lyk2KXXTvY,Live|| PM Modi addressing gathering on the occasion of Independence Day,Live|| PM Modi addressing gathering on the occasion of Independence Day,2023-08-15T15:39:26Z,UCg1nNKwJIeVUhxbtmqfVmgg
7hrJbXEeG8Q,Manipur CM N. Biren Singh hoisted the tricolor during 77th Independence Day celebrations in Imphal.,"#watch #manipur #independenceday #imphal 
Manipur CM N. Biren Singh hoisted the tricolor during 77th Independence Day celebrations in Imphal.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-15T11:53:14Z,UCg1nNKwJIeVUhxbtmqfVmgg
_X4p0FBMpWo,Arunachal Pradesh CM Pema Khandu hoisted the tricolor on the occasion of the 77th Independence Day.,"#watch #arunachalpradesh #pemakhandu #independenceday 

Arunachal Pradesh Chief Minister Pema Khandu hoisted the National Flag on the occasion of the 77th Independence Day.



https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-15T07:06:47Z,UCg1nNKwJIeVUhxbtmqfVmgg
kKu1EU6cDlY,"WATCH: On the occasion of the 77th Independence Day, Tripura CM Manik Saha hoisted the tricolor.","WATCH: On the occasion of the 77th Independence Day, Tripura Chief Minister Manik Saha hoisted the tricolor.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-15T06:25:49Z,UCg1nNKwJIeVUhxbtmqfVmgg
8jqWIOWnd1I,"#Watch: On the occasion of the 77th Independence Day, Mizoram CM Zoramthanga hoisted the tricolor.","#watch #mizoram #zoramthanga #independenceday 

On the occasion of the 77th Independence Day, Mizoram Chief Minister Zoramthanga hoisted the tricolor.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-15T06:22:42Z,UCg1nNKwJIeVUhxbtmqfVmgg
ktMC0aJ6bdw,"WATCH: Sikkim Chief Minister Prem Singh Tamang hoisted the tricolor at Palzor Stadium in Gangtok,","WATCH: On the occasion of the 77th Independence Day, Sikkim Chief Minister Prem Singh Tamang hoisted the tricolor at Palzor Stadium in Gangtok, Sikkim.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-15T05:12:41Z,UCg1nNKwJIeVUhxbtmqfVmgg
sA0B1Cb11II,"#WATCH: Meghalaya CM Conrad Sangma unfurled the tricolor at the Polo Ground, Shillong","#WATCH: Meghalaya Chief Minister Conrad Sangma unfurled the tricolor at the Polo Ground, Shillong on the occasion of the 77th Independence Day. 

 He also greeted everyone on this special occasion.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-15T04:47:22Z,UCg1nNKwJIeVUhxbtmqfVmgg
yz1Ta6k9658,President Droupadi Murmu addresses the country on the eve of 77th Independence Day.,President Droupadi Murmu addresses the country on the eve of 77th Independence Day.,2023-08-15T02:10:01Z,UCg1nNKwJIeVUhxbtmqfVmgg
29OhRoJZLw0,#Watch: Dip in tri-colour production in Assam. Here’s why.,"#harghartiranga #independenceday #tricolor #india 

This year's Independence Day preparations in Assam present an intriguing contrast. While last year witnessed a surge in flag production due to the ""Har Ghar Tiranga"" campaign, this year's unexpected decline raises questions.



https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-14T12:51:25Z,UCg1nNKwJIeVUhxbtmqfVmgg
dxa7Ho2rFWY,"Assam: NH-27 becoming a headache for daily commuters, big potholes posing a maximum risk","Assam: NH-27 becoming a headache for daily commuters, big potholes posing a maximum risk 


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-14T09:39:46Z,UCg1nNKwJIeVUhxbtmqfVmgg
jAJf1X-wkTo,"LIVE|| Assam CM addressing BJP party meeting on "" Bibhajan Bibhishika"" at ITA Machkhowa","LIVE|| Assam CM Himanta Biswa Sarma addressing BJP party meeting on "" Bibhajan Bibhishika"" at ITA Machkhowa",2023-08-14T07:01:25Z,UCg1nNKwJIeVUhxbtmqfVmgg
1VlXCR1cSx4,Assam: Elderly couple's reverence for Independence Day shines in Bongaigaon,"In a heartwarming scene that reflects the deep-rooted respect for the nation's history, an elderly couple in the village of Sajnavita in Boitamari located in Assam’s Bongaigaon district, is gearing up to celebrate the 77th Independence Day of India.
The elderly couple, while still physically capable, exemplifies an unwavering commitment to honoring the country's hard-fought freedom and the significance of the national flag.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-14T03:48:09Z,UCg1nNKwJIeVUhxbtmqfVmgg
PSKtRVABI5Y,#Watch: Guwahati Municipal Corporation hosts plantation ceremony for Vasudha Vandhan.,"#gmc  #merimatimeradesh #assam 

Plantation Ceremony organized by Guwahati Municipal Corporation in collaboration with NCC as a part of ""Meri Maati, Mera Desh"" in observance of ""Vasudha Vandhan.""


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-13T08:32:03Z,UCg1nNKwJIeVUhxbtmqfVmgg
3FhdsDXFgh0,#Watch: Assam's young duo creates innovative National Flags for I-Day celebrations in Samaguri,"#independenceday #tricolor #talent #harghartiranga 

Assam's young duo creates innovative National Flags for I-Day celebrations in Samaguri.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-13T06:58:21Z,UCg1nNKwJIeVUhxbtmqfVmgg
SP9Fqdhe7W0,#Watch: Prince Harry competes in charity polo match in Singapore.,"#princeharry  #dukeofsussex #polo 

The Duke of Sussex participated in the annual Sentebale Polo Cup, the main fund-raiser for the nonprofit organization that Harry co-founded in 2006 to assist children and youth in southern Africa afflicted by COVID-19, poverty, injustice, and HIV/AIDS.




https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-13T05:51:37Z,UCg1nNKwJIeVUhxbtmqfVmgg
RtczzwjzZow,#WATCH: Full dress rehearsal for Independence Day underway at Red Fort,"#independenceday #redfort #indiandefenceforces #parade

Preparations are in full swing for the 77th independence day celebration across the country with people participating in the 'Meri Mati Mera Desh' campaign.  A full dress rehearsal of different armed forces also took place at Red Fort in the national capital where Prime Minister Narendra Modi will hoist the tricolour on August 15th.




https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-13T04:42:09Z,UCg1nNKwJIeVUhxbtmqfVmgg
rRIrsERImTE,#Watch: 'Har Ghar Tiranga' rally carried out in Srinagar.,"#harghartiranga  #merimaatimeradesh  #independenceday  #jammu  #kashmir  #srinagar 

School students took part in the 'Har Ghar Tiranga' rally organised by the J&K Police as part of the 'Meri Maati Mera Desh' campaign in Srinagar.






https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-13T03:58:28Z,UCg1nNKwJIeVUhxbtmqfVmgg
gY9KRDk-UQc,Celebrities in frame ft. Nishita Goswami,"#Nishitagoswami #Celebrity #Assamese #Actress #Raghavmovie #Jatinbora #zubeengarg 
Raghav is a tale of drama, love, and the journey of an ordinary individual. I'm portraying a crucial role that diverges from my usual style. I view Munin Barua sir in Jatin Bora's direction,"" says Nishita Goswami.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-12T12:30:49Z,UCg1nNKwJIeVUhxbtmqfVmgg
XjMFNCscAs4,Arunachal: PAJSC accuses state government of not fulfilling demands on APPSC paper leak scam,"The Pan Arunachal Joint Steering Committee (PAJSC) on August 11 hit out at the state government, accusing it of not being serious about fulfilling the 13 demands placed by the committee.

During a press conference at the Arunachal Press Club here, PAJSC vice chairman Tadak Nalo said that they had high expectations from the government, particularly Chief Minister Pema Khandu that their demands would be fulfilled. 

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-12T11:13:33Z,UCg1nNKwJIeVUhxbtmqfVmgg
Xc8fwl0PfGI,"Sikkim embarks on grand 'Har Ghar Tiranga' celebration, Sikkim CM calls for youth empowerment","Sikkim is gearing up for a spectacular 'Har Ghar Tiranga' celebration, as Chief Minister Prem Singh Tamang emphasizes the significance of the occasion. He has extended a fervent appeal to citizens to embrace the festival's spirit, aligning it with their duty towards the nation.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-12T10:25:11Z,UCg1nNKwJIeVUhxbtmqfVmgg
BA0AUCINzGI,LIVE|| Assam CM attends Inauguration of National Centre of Excellence for Badminton at Amingaon,LIVE|| Assam CM attends Inauguration of National Centre of Excellence for Badminton at Amingaon,2023-08-12T00:06:12Z,UCg1nNKwJIeVUhxbtmqfVmgg
zb8NkUHsHOQ,Celebrities in frame ft. Nishita Goswami,"#Nishitagoswami #Raghav #Celebrity #Aliabhat #Zubeengarg #Deepikapadukone
Elegance meets enthusiasm as actor Nishita Goswami takes us back to her very first cinema experience, sharing memories that shaped her journey. Join us as we delve into the evolution of Assamese cinema over the years through her perspective.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-11T12:30:38Z,UCg1nNKwJIeVUhxbtmqfVmgg
JVI-uyFQuek,"LIVE|| Rahul Gandhi press conference from AICC headquaters, New Delhi","LIVE|| Rahul Gandhi press conference from AICC headquaters, New Delhi",2023-08-11T10:00:10Z,UCg1nNKwJIeVUhxbtmqfVmgg
Xf5zZZQCJvA,#Watch: PM Modi assures the people of Manipur that peace and stability will be restored in the state,"#Modi #ParliamentMonsoonSession #loksabha #parliament #narendramodi #manipur #manipurviolence #opposition 

PM Modi assures the people of Manipur that peace and stability will be restored in the state


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-10T16:11:09Z,UCg1nNKwJIeVUhxbtmqfVmgg
spHOkvacSq4,#WATCH: PM Narendra Modi hits back at the opposition by stating events that took place in the past,"#Modi #ParliamentMonsoonSession #loksabha #parliament #narendramodi #manipur #manipurviolence #opposition 


PM Narendra Modi hits back at the opposition by stating events that took place in the past during his speech on the no-confidence motion initiated by opposition parties.



https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-10T14:54:36Z,UCg1nNKwJIeVUhxbtmqfVmgg
g96uablsZzc,LIVE|| PM Modi speech on no confidence motion in Parliament,LIVE|| PM Modi speech on no confidence motion in Parliament,2023-08-10T14:02:44Z,UCg1nNKwJIeVUhxbtmqfVmgg
PA0iwCX7EtY,"Arunachal: Massive landslide in Rilo leaves vehicles stranded, rescue efforts underway.","#watch #arunachalpradesh #landslide 

A colossal landslide wreaked havoc in Rilo in Lepa Rada district, as relentless torrential rains lashed the area for two consecutive days. This disaster has caused severe disruption, with hundreds of vehicles, including trucks laden with vital commodities and passenger vehicles from Tezpur, Lakhimpur, Dhemaji, and Itanagar, caught in the gridlock caused by the landslide.



https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-10T13:46:15Z,UCg1nNKwJIeVUhxbtmqfVmgg
XjpBbwA6U7E,#WATCH: Opposition walks out of house during PM Modi speech in Lok Sabha,"#watch #manipur #manipurisburning #narendramodi #congress #noconfidencemotion #loksabha 

Opposition walks out of house during PM Modi speech in Lok Sabha


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-10T13:41:24Z,UCg1nNKwJIeVUhxbtmqfVmgg
3-YsKnWITpw,"#Watch: Manipur tribals are not Myanmar citizens, says RS MP Pu K.Vanlalvena.","#manipur #manipuronfire #manipurburning #rajyasabha #viral 

Manipur tribals are not Myanmar citizens, says RS MP Pu K.Vanlalvena.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-10T12:59:34Z,UCg1nNKwJIeVUhxbtmqfVmgg
MWiVKI-Z8eM,#Watch: Union Minister Kiren Rijiju asks security forces to be careful while conducting operations,"Union Minister Kiren Rijiju asks security forces to be careful while conducting operations

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-10T04:54:14Z,UCg1nNKwJIeVUhxbtmqfVmgg
4eb7JXEGRoc,Live ll Congress leader Rahul Gandhi addressing at the Lok Sabha,Live ll Congress leader Rahul Gandhi addressing at the Lok Sabha,2023-08-09T20:29:04Z,UCg1nNKwJIeVUhxbtmqfVmgg
EKThxtMLn0o,"LIVE|| Assam CM addressing party workers from State BJP Office, Basistha Chariali, Guwahati","LIVE|| Assam CM Himanta Biswa Sarma addressing party workers from State BJP Office, Basistha Chariali, Guwahati",2023-08-09T17:58:33Z,UCg1nNKwJIeVUhxbtmqfVmgg
DgS7nVWhiCU,LIVE || Union Home Minister addressing Lok Sabha,Union Home Minister addressing Lok Sabha,2023-08-09T13:52:48Z,UCg1nNKwJIeVUhxbtmqfVmgg
KvwXcNclefg,Assam: School students forced to drink contaminated water in Gohpur,"Assam: School students forced to drink contaminated water in Gohpur

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-09T06:28:23Z,UCg1nNKwJIeVUhxbtmqfVmgg
6W6jMBdj0q8,"LIVE|| Assam CM Himanta Biswa Sarma addresses media at Janata Bhawan, Dispur in Guwahati","Assam CM Himanta Biswa Sarma addresses media at Janata Bhawan, Dispur in Guwahati",2023-08-09T02:54:30Z,UCg1nNKwJIeVUhxbtmqfVmgg
3H-1HhNf9t0,LIVE|| Assam CM Live addressing a public programme on Palm Oil Mega Plantation drive at Dhola,LIVE|| Assam CM Live addressing a public programme on Palm Oil Mega Plantation drive at Dhola,2023-08-08T19:48:35Z,UCg1nNKwJIeVUhxbtmqfVmgg
ZGP4mFC4VWc,"LIVE : CM Himanta Biswa Sarma addresses media at Janata Bhawan, Dispur in Guwahati","CM Himanta Biswa Sarma addresses media at Janata Bhawan, Dispur in Guwahati",2023-08-08T13:05:38Z,UCg1nNKwJIeVUhxbtmqfVmgg
S8SRAETyQTg,#Assam:  Students protest demanding bridge over Champavati river,"#Assam: Students protest at Bidyapur in Bongaigaon district demanding the construction of a bridge over Champavati river to travel to school.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-08T05:46:36Z,UCg1nNKwJIeVUhxbtmqfVmgg
PbioC_eDcKQ,LIVE || Assam CM addressing at the National Handloom Day celebration programme in Kaziranga,Assam CM addressing at the National Handloom Day celebration programme in Kaziranga,2023-08-07T21:42:05Z,UCg1nNKwJIeVUhxbtmqfVmgg
_EZvMKfDGZ4,Manipur violence: COCOMI submits resolutions to PM Modi demanding action against narco-terrorism,"Manipur violence: COCOMI submits resolutions to PM Modi demanding action against narco-terrorism

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-07T12:38:42Z,UCg1nNKwJIeVUhxbtmqfVmgg
Manip0-qZkE,"Assam: Embankments extended, 4,000 Geo bags placed to prevent erosion, says minister Pijush Hazarika","Assam: Embankments extended, 4,000 Geo bags placed to prevent erosion, says minister Pijush Hazarika

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-07T11:48:14Z,UCg1nNKwJIeVUhxbtmqfVmgg
jBfZ9lR74e0,Assam: Students risk lives by crossing river in boats in Goalpara,"Assam: Students risk lives by crossing river in boats in Goalpara

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-07T07:31:53Z,UCg1nNKwJIeVUhxbtmqfVmgg
awbYx11Iodo,"Assam : I don't have a diet plan, but I eat healthy', Jatin Bora speaks on 'waistline' controversy","#jatinbora #raghav #assamesecinema #controversies
After the highly anticipated Assamese movie 'Raghav' lands into 'waistline' and 'Puneri Dhol' controversies, actor-cum director Jatin Bora clears all speculations and reveals how the movie is fuelled by his year-long savings without a producer.
https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-06T15:43:38Z,UCg1nNKwJIeVUhxbtmqfVmgg
OxYosSpObRo,#WATCH: Sack of rice carried by schoolgirls in Jharkhand,"#jharkhand #childlabour #viral 

Sack of rice carried by schoolgirls in Jharkhand


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-06T10:38:09Z,UCg1nNKwJIeVUhxbtmqfVmgg
EiSIOqUJE6w,"Assam: Raids conducted in Badarpur pharmacies for operating without license, selling drugs illegally","#assam #assampolice #illegal #pharmacy #badarpur 

Illegal drug sale exposed in Badarpur constituency,after raids conducted in pharmacies operating without trade licenses. District drug inspector Pooja Debnath takes action after media reports. Raid conducted at Kalachand Medical Hall in Srigauri.


https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-06T10:12:05Z,UCg1nNKwJIeVUhxbtmqfVmgg
HgwSyF5s4So,WATCH: Car plunges off bridge into riverbank as driver fails to notice gaping hole in China.,"#china #viral #bridgecollapse 
A driver in China plunges into a huge hole in a bridge. Heavy rainfall had caused the bridge to collapse and apparently the driver didn't notice the gaping hole.



https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-06T08:19:12Z,UCg1nNKwJIeVUhxbtmqfVmgg
Nz2tknlVLHY,#Watch: Landslide partially blocks Jammu-Srinagar highway,"#jammu  #srinagar  #nationalhighway  #landslide 

Landslide partially blocks Jammu-Srinagar highway

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-06T06:07:34Z,UCg1nNKwJIeVUhxbtmqfVmgg
c9hfnsWUcbc,#Watch: Odisha police station torched over 'involvement' of cops in ganja smuggling,"#odisha #odishapolice #marijuana #mob

An irate mob in Odisha's Kandhamal district on August 5 set a police station on fire during a protest against the alleged involvement of policemen in the smuggling of ganja. Some police personnel were injured in the incident that took place at Phiringia Police Station when the local people went there, accusing some inspectors of ""being involved in the smuggling"" of contraband, and torched the PS.

https://www.facebook.com/IndiaTodayNE/?ref
https://twitter.com/IndiaTodayNE
https://www.instagram.com/indiatodayne/
https://www.indiatodayne.in/",2023-08-06T04:21:30Z,UCg1nNKwJIeVUhxbtmqfVmgg
H9pwhG4vzYM,Live|| Assam CM attending the opening ceremony of 132nd Edition of Durand Cup in Kokrajhar,"Live|| Assam CM Himanta Biswa Sarma attending the opening ceremony of 132nd Edition of Durand Cup at Sai Stadium, Kokrajhar",2023-08-05T20:41:57Z,UCg1nNKwJIeVUhxbtmqfVmgg
